"gyros_belt_x","gyros_belt_y","gyros_belt_z","magnet_belt_x","magnet_belt_y","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_y","gyros_arm_z","magnet_arm_x","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","accel_forearm_x","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
0.03,-0.05,-0.43,-17,657,93.5,-39.8,2.72,17,0.8,-1.1,728,-52,57.89857013,38.90309161,84.22575378,16,-0.98,428,175,12.6,-56.2,22,-0.61,3.18,120,173,311,-757,69,"D"
0.06,-0.03,-0.41,-14,662,97.1,-39.7,-4.74,20,0.63,-0.92,715,-136,54.40586158,38.98174496,87.35156512,16,-1.08,409,175,12.9,-60.6,22,-0.69,2.92,89,175,253,-735,43,"D"
0.19,0.06,-0.02,-10,659,119,-32.1,-43.4,38,0.29,-0.07,518,-402,59.49154456,38.29148622,83.17768195,13,-0.93,387,174,15.1,-83,40,-0.59,1.75,-115,174,14,-642,16,"D"
0.13,0.06,0.11,-8,661,122,-29.4,-50.5,43,0.31,-0.02,461,-450,48.39683307,49.33786228,84.47365254,12,-0.88,385,174,15.7,-84,40,-0.43,-0.64,-64,170,11,-636,38,"D"
0.1,0.06,0.16,-1,663,124,-28.5,-52.9,49,0.31,0,431,-462,47.75954666,55.15351182,79.95553833,11,-0.8,360,175,16.2,-82.2,38,-0.43,-1.59,-86,166,52,-673,33,"D"
0.08,0.06,0.25,-4,659,124,-27.9,-54.8,51,0.26,0,415,-477,45.24738361,57.19646364,80.1274707,10,-0.83,344,175,16.6,-80,34,-0.35,-2.09,-71,171,62,-684,40,"D"
0.06,0.06,0.34,-7,655,125,-27.7,-55.6,51,0.16,0,407,-478,45.51241144,57.81758037,79.35142573,9,-0.92,345,175,16.8,-77.2,31,-0.18,-2.52,-46,181,112,-704,49,"D"
0.05,0.1,0.52,-3,658,124,-28.2,-54.8,50,-0.11,0.02,411,-473,39.39619592,64.7497933,77.42151224,7,-1.01,330,177,16.3,-69.3,26,0.31,-3.26,17,186,200,-748,75,"D"
0.03,0.19,0.98,14,643,118,-32.4,-40.1,39,-0.71,0.28,547,-383,75.06521036,-2.436368712,81.954934,4,-1.01,310,179,14.6,-46.1,22,0.06,-4.4,90,178,424,-779,93,"D"
0.05,0.21,1.05,13,623,115,-33.1,-35.4,37,-0.82,0.33,591,-345,78.15221556,-8.815924263,78.15221556,6,-1,304,179,14.5,-41.2,21,-0.11,-4.4,99,166,460,-748,76,"D"
0.06,0.22,1.12,24,626,110,-33.9,-24.7,33,-1.08,0.36,648,-265,64.77347484,-20.95937879,87.85772623,5,-0.95,297,180,14.9,-30.6,22,-0.35,-4.7,116,180,496,-654,41,"D"
0.1,0.26,1.13,37,611,104,-33.7,-12.4,28,-1.25,0.31,716,-151,51.17783526,11.54867809,104.3611479,4,-0.93,282,-179,15.3,-18.9,24,-0.37,-4.98,119,181,510,-537,2,"D"
0.05,0.35,1.2,53,579,97,-31.8,5.64,19,-1.35,0.23,738,32,23.5,-39.8,110.2,3,-0.63,246,-178,15.3,-2.43,30,-0.29,-4.48,102,162,444,-252,-86,"D"
-0.21,0.37,1.26,93,478,103,-38.1,1.17,23,-1.38,0.43,738,-57,50.71201632,66.63426117,66.63426117,2,-0.43,209,180,14,5.55,35,-0.02,-4.67,113,175,395,-100,-133,"D"
-0.19,0.35,1.2,94,467,100,-37.3,7.29,19,-1.38,0.31,734,19,99.25155968,39.68271252,39.68271252,2,-0.45,216,180,13.8,10.3,37,0,-4.3,123,176,370,-40,-147,"D"
-0.18,0.35,1.05,94,459,96.2,-35.8,14.2,18,-1.38,0.21,730,83,11.57282059,-94.12426501,-61.54797087,2,-0.45,207,180,13.7,15.2,40,-0.11,-4.13,158,176,319,74,-177,"D"
-0.08,0.13,0.33,105,389,75.5,-15.7,56.8,20,-1.12,0.07,422,481,-46.323494,4.063340372,-110.5500587,3,-0.29,136,-179,13.6,64.8,38,-0.5,-3.71,35,180,-229,830,-402,"D"
0.05,0.08,0.15,108,374,74,-8.83,67.2,21,-1.01,0.2,263,563,-11.79283515,-23.75379263,-130.4577838,4,-0.29,139,-177,13.2,82.2,40,-0.16,-3.97,-71,192,-486,1070,-514,"D"
0.08,0.02,0.07,114,374,74,-4.46,74.4,24,-0.87,0.28,153,595,-17.18329386,-21.53974649,-129.3542609,5,-0.32,137,-177,12.7,94.7,47,-0.31,-4.5,-139,215,-657,1210,-583,"D"
0.08,-0.05,0.02,112,369,74,-0.31,81.8,25,-0.8,0.02,37,622,-25.65549817,-21.92522451,-123.0031302,6,-0.24,150,-176,11.6,106,49,0.03,-3.92,-187,209,-903,1400,-708,"D"
0.13,-0.06,-0.02,114,372,74.1,1.63,85.6,25,-0.77,0,-43,624,-21.54341908,-42.49484362,-108.783856,7,-0.19,156,-176,10.8,111,47,0.18,-3.53,-182,205,-937,1420,-715,"D"
0.16,-0.08,-0.11,120,379,74.4,3.64,89.7,27,-0.75,0.05,-89,623,-27.99447002,-44.4275573,-103.4501561,7,-0.16,167,-176,9.9,115,45,0.26,-2.95,-172,201,-948,1370,-683,"D"
0.24,-0.13,-0.25,121,386,76.1,8.92,102,33,-0.53,0.02,-301,602,-31.03161186,-33.33083375,-110.679201,5,-0.11,192,-178,7.06,121,41,0.64,-1.27,-100,219,-882,1230,-592,"D"
0.24,-0.14,-0.33,124,390,76.9,10.6,107,35,-0.51,0.03,-347,594,-29.06952655,-25.76118142,-117.7232191,3,-0.05,200,-179,5.94,123,40,0.64,-1.24,-86,223,-892,1210,-583,"D"
0.21,-0.16,-0.43,117,390,77.8,11.9,111,37,-0.47,0.08,-434,576,-40.46034562,-24.85862532,-108.8047229,2,0,209,-180,4.99,124,39,0.55,-1.17,-77,220,-887,1210,-582,"D"
0.18,-0.19,-0.52,124,398,78.8,13.2,116,38,-0.37,0.05,-502,540,-45.20961266,-45.20961266,-90.48518739,1,0.02,225,-180,4.28,125,38,0.35,-0.88,-84,216,-893,1210,-568,"D"
0.03,-0.22,-0.69,113,429,80.3,15.3,125,36,-0.13,-0.34,-556,481,-93.83081845,-7.338941909,-62.68400078,1,0.16,245,179,3.12,126,39,0.05,-0.19,-75,225,-899,1200,-573,"D"
0,-0.22,-0.74,107,440,80.1,15.9,129,33,-0.05,-0.34,-552,440,34.46514971,34.46514971,107.2626643,2,0.29,280,179,3.07,125,39,-0.27,0.53,-79,221,-883,1210,-570,"D"
0,-0.22,-0.77,102,449,80.1,16.1,130,30,-0.05,-0.2,-549,433,18.92722319,28.61034937,122.4749396,2,0.34,287,179,3.38,124,40,-0.45,0.8,-78,224,-872,1210,-580,"D"
0.03,-0.22,-0.8,105,458,80.3,16.3,131,29,-0.05,-0.02,-543,437,16.83951141,30.64549803,121.8440017,3,0.37,296,180,3.88,122,40,-0.58,0.98,-81,220,-869,1220,-583,"D"
0.05,-0.22,-0.87,98,473,80.8,16.6,132,29,-0.14,0.18,-536,420,38.66886262,23.79411248,110.9932321,4,0.48,318,-179,5.23,119,42,-0.74,1.38,-105,216,-868,1250,-599,"D"
0,-0.24,-0.87,92,496,81.2,16.8,132,29,-0.1,0.23,-541,416,34.08150983,34.08150983,107.8434437,7,0.5,352,-179,6.86,113,44,-0.77,2.1,-124,206,-878,1340,-658,"D"
-0.05,-0.26,-0.89,83,498,81.2,16.7,131,30,-0.02,0.18,-538,422,45.10286803,30.75268933,101.138367,8,0.55,354,-178,7.58,110,47,-0.67,2.49,-148,202,-874,1360,-659,"D"
-0.06,-0.26,-0.89,79,515,81,16.4,130,31,0.08,0.1,-534,440,41.69420058,33.6692666,102.0865537,10,0.58,368,-178,8.13,106,49,-0.48,3.1,-170,199,-794,1320,-634,"D"
-0.1,-0.26,-0.92,72,532,79.7,15.1,127,32,0.29,-0.18,-505,461,32.7176137,44.98106633,99.95613109,11,0.59,383,-177,8.95,96.4,47,-0.31,3.71,-116,183,-620,1180,-552,"D"
-0.13,-0.24,-0.94,61,533,78.7,14.1,124,32,0.42,-0.33,-490,492,41.90027766,33.93529624,101.7288396,11,0.59,394,-178,9.23,91.6,48,-0.24,3.89,-115,182,-499,1080,-502,"D"
-0.13,-0.24,-1,65,542,77.6,12.9,122,33,0.55,-0.46,-476,506,49.17813206,16.69173519,104.6535604,12,0.58,402,-178,9.36,86.7,48,-0.13,4.11,-105,187,-372,973,-455,"D"
-0.13,-0.22,-1.05,56,561,74.8,9.08,116,34,0.8,-0.69,-399,590,54.74999259,22.72658395,96.76648351,13,0.48,411,-178,9.4,75.7,46,-0.06,4.48,-42,182,-184,786,-367,"D"
-0.14,-0.21,-1.05,43,569,73.4,6.87,113,33,0.87,-0.72,-360,589,59.87052646,26.1923715,90.17818137,13,0.5,415,-178,9.44,70.7,46,-0.1,4.56,-20,190,-123,726,-349,"D"
-0.08,-0.18,-0.9,14,629,66.6,-20.4,74.5,19,0.71,-0.36,332,554,51.22041017,47.10206151,83.93744392,6,-1.04,308,-176,4.1,113,43,-0.18,2.02,-88,193,-759,1240,-585,"D"
-0.02,-0.18,-0.89,5,639,68.3,-25.1,67.2,19,0.74,-0.51,428,503,51.22041017,47.10206151,83.93744392,6,-1.04,308,-176,4.27,106,43,-0.03,2.91,-81,180,-693,1230,-581,"D"
0.11,-0.18,-0.8,9,644,70.2,-29.6,59.2,16,0.77,-0.75,506,455,57.85951586,47.72661831,77.53496401,5,-1.06,302,-176,4.62,97.7,46,-0.1,3.4,-26,189,-540,1120,-508,"D"
0.26,-0.13,-0.74,-11,647,71.8,-33.7,51.4,14,0.8,-1.02,601,379,57.85951586,47.72661831,77.53496401,5,-1.06,302,-176,5.26,89.2,46,-0.19,3.66,-28,188,-368,964,-427,"D"
0.29,-0.11,-0.71,-2,655,72.3,-35.2,47.5,15,0.8,-1.08,621,341,57.85951586,47.72661831,77.53496401,5,-1.06,302,-176,5.73,84.3,46,-0.24,3.87,-9,193,-249,850,-376,"D"
0.29,-0.08,-0.64,-13,655,73.1,-36.2,43.6,16,0.74,-1.08,654,293,57.85951586,47.72661831,77.53496401,5,-1.06,302,-176,6.27,79.5,47,-0.31,3.97,6,197,-193,793,-354,"D"
0.24,-0.08,-0.57,-3,659,74.2,-37.4,38.8,15,0.67,-1.12,665,267,57.85951586,47.72661831,77.53496401,5,-1.06,302,-176,6.88,74.9,47,-0.37,4.05,11,202,-82,668,-311,"D"
0.06,-0.1,-0.52,-7,665,76.4,-40.1,30.6,17,0.48,-0.85,697,195,57.85951586,47.72661831,77.53496401,5,-1.06,302,-175,8.46,64.8,44,-0.51,4.17,37,194,83,480,-245,"D"
-0.05,-0.11,-0.51,-2,666,78.8,-41.3,25.9,21,0.37,-0.62,717,151,57.85951586,47.72661831,77.53496401,5,-1.06,302,-175,9.36,59.7,44,-0.53,4.11,55,193,171,354,-204,"D"
-0.11,-0.11,-0.28,-15,669,89.4,-43.7,11.4,24,0.03,0.03,739,52,57.85951586,47.72661831,77.53496401,5,-1.06,302,-176,11.3,41.4,40,-0.16,4.64,60,183,386,-1,-101,"D"
-0.08,-0.08,-0.21,-15,667,92.7,-44.1,7.7,26,-0.03,0.21,741,40,57.85951586,47.72661831,77.53496401,5,-1.06,302,-176,11.6,34.2,39,-0.08,4.69,113,180,426,-72,-70,"D"
-0.02,-0.05,-0.16,-19,661,95.6,-44.2,4.74,28,-0.1,0.36,735,9,57.85951586,47.72661831,77.53496401,5,-1.06,302,-177,11.7,27.2,37,0,4.64,88,185,497,-222,-20,"D"
0.1,0.1,0.1,-12,664,100,-43.4,1.3,30,-0.21,0.34,738,-15,81.66269624,29.58324161,66.81239921,3,-1.08,297,179,10.4,-4.96,30,-0.02,5.19,168,193,604,-613,110,"D"
0.11,0.11,0.16,-9,663,99.8,-43.3,2.17,29,-0.22,0.31,739,3,81.66269624,29.58324161,66.81239921,3,-1.08,297,178,10.1,-11.9,30,-0.16,4.91,164,200,588,-695,127,"D"
0.13,0.11,0.2,-11,662,99.1,-43.2,3.7,28,-0.24,0.28,739,4,81.66269624,29.58324161,66.81239921,3,-1.08,297,177,9.84,-19.5,27,-0.24,4.74,144,199,580,-728,133,"D"
0.11,0.11,0.23,-13,667,98,-43.2,5.62,28,-0.26,0.28,735,16,81.66269624,29.58324161,66.81239921,3,-1.08,297,176,9.71,-27.1,25,-0.45,4.78,147,185,539,-767,120,"D"
0.1,0.11,0.3,-4,673,96.6,-43.2,8.18,27,-0.27,0.23,738,47,81.66269624,29.58324161,66.81239921,3,-1.08,297,175,9.85,-33.5,23,-0.74,4.69,137,177,504,-782,119,"D"
0.06,0.11,0.39,-3,664,95.3,-43.3,10.6,26,-0.29,0.16,730,72,81.66269624,29.58324161,66.81239921,3,-1.08,297,174,10.1,-40.4,22,-0.9,4.42,121,184,430,-778,107,"D"
0.03,0.11,0.46,1,657,93.6,-43.2,13.6,24,-0.34,0.1,733,97,81.66269624,29.58324161,66.81239921,3,-1.08,297,173,10.4,-46.6,22,-0.93,4.08,94,190,399,-774,80,"D"
0,0.13,0.69,3,658,87.5,-42.7,24,20,-0.45,0.2,698,197,81.66269624,29.58324161,66.81239921,3,-1.08,297,172,11.5,-61.2,21,-1.01,2.97,51,168,242,-733,41,"D"
0,0.13,0.77,6,650,85.6,-41.7,27.9,19,-0.56,0.34,685,223,81.66269624,29.58324161,66.81239921,3,-1.08,297,172,11.9,-65,24,-0.96,2.75,10,155,173,-707,32,"D"
0,0.14,0.87,5,653,83.7,-40.8,31.6,17,-0.59,0.39,664,262,85.57121418,-6.869383546,71.03225041,3,-1.06,289,171,12.2,-68.9,26,-0.8,2.34,-9,155,160,-694,38,"D"
0.03,0.18,1.05,23,636,75.7,-34.8,45.4,15,-0.66,0.54,596,361,80.5033695,-39.46178798,-61.46629519,2,-0.96,267,171,12,-75.8,34,-0.21,0.98,-47,161,71,-654,1,"D"
0.06,0.19,1.12,18,635,74.2,-32.3,48.8,15,-0.69,0.54,559,397,52.94703358,-94.09567928,-30.78870916,2,-0.87,246,171,11.8,-76.6,35,-0.1,0.31,-32,167,57,-646,-2,"D"
0.1,0.21,1.18,24,616,71.1,-27.8,56.4,15,-0.67,0.41,481,468,-20.00941447,-100.6073165,-52.00274911,2,-0.72,220,171,11.7,-75.1,33,-0.03,-1.27,-3,173,95,-649,3,"D"
0.05,0.22,1.16,37,599,69.7,-23.8,62.4,18,-0.71,0.44,417,507,45.67730424,-108.0319931,-16.61588729,2,-0.5,197,171,12,-70.9,30,0.02,-2.23,17,178,138,-685,16,"D"
0.03,0.22,1.15,42,594,69,-21.7,65.6,18,-0.71,0.43,365,541,95.05468408,-48.36239426,35.62294762,3,-0.51,191,171,12.2,-68,29,0.03,-2.57,34,176,165,-698,20,"D"
-0.02,0.29,1.28,55,563,68.7,-16.2,73,20,-0.75,0.57,238,580,129.4610079,25.59709495,-10.14478585,2,-0.35,177,172,13,-56.9,26,0,-3.61,74,185,295,-733,41,"D"
0,0.34,1.31,58,559,68.9,-14.1,75.5,20,-0.8,0.62,208,599,126.4518958,29.00903244,9.549131716,2,-0.37,170,173,13.4,-52.7,24,-0.05,-3.87,75,185,324,-737,45,"D"
0,0.37,1.33,65,537,69.5,-12.1,77.9,20,-0.87,0.82,155,602,52.13580776,94.30354482,-31.6546391,2,-0.43,176,173,13.9,-47.8,23,-0.13,-4.08,83,179,372,-728,56,"D"
0.02,0.37,1.38,71,542,70.2,-10.3,80.1,21,-0.9,0.95,107,620,-25.91801896,41.45068746,-107.3137201,3,-0.53,161,174,14.5,-42.8,22,-0.22,-4.29,89,176,415,-698,40,"D"
-0.16,0.31,1.2,92,476,72.2,-3.23,90.1,27,-0.69,0.28,-64,615,-34.1,-57.9,-87.5,12,-0.69,159,176,16.3,-20.9,24,-0.05,-5.06,129,171,478,-518,-29,"D"
-0.03,0.1,0.28,105,388,67.2,0.88,88.3,26,-0.53,0.44,-38,634,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,177,21.2,-28.6,20,-0.42,-4.17,110,163,441,-615,-7,"D"
-0.05,0.06,0.23,103,389,67.9,2.74,91.1,27,-0.58,0.44,-94,630,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,178,21.7,-24.1,21,-0.45,-4.22,124,165,456,-553,-29,"D"
-0.02,-0.06,-0.15,103,387,73,10.8,104,33,-0.66,0.72,-311,581,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-178,21.2,1.67,29,-0.18,-4.24,167,150,393,-186,-137,"D"
0.06,-0.06,-0.28,96,383,75.4,13.4,108,33,-0.56,0.49,-356,549,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-177,20.3,11.7,35,0,-4.06,139,149,334,-24,-186,"D"
0.1,-0.1,-0.43,98,398,76.8,15.3,112,33,-0.39,0.13,-389,515,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-176,19.5,20.3,36,-0.14,-3.55,149,158,264,124,-232,"D"
0.11,-0.11,-0.44,100,398,77.2,16,114,33,-0.27,-0.02,-401,513,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-176,19.1,25.2,39,-0.16,-3.68,153,169,208,230,-268,"D"
0.11,-0.11,-0.44,97,415,77.4,16.4,116,33,-0.18,-0.13,-412,504,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-176,18.7,30.8,39,-0.18,-3.85,129,166,188,288,-275,"D"
0.11,-0.13,-0.48,98,421,77.4,16.8,117,31,-0.06,-0.25,-418,494,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-175,18.4,35.8,37,-0.16,-3.52,89,156,114,384,-314,"D"
0.13,-0.13,-0.49,98,420,77.3,17,118,31,0.02,-0.38,-430,504,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-175,18,40.9,36,-0.19,-3.26,105,154,52,487,-324,"D"
0.11,-0.14,-0.52,96,435,76.7,17.1,121,31,0.11,-0.51,-438,490,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-175,17.2,52.1,40,-0.16,-3.76,78,174,-60,630,-384,"D"
0.1,-0.14,-0.59,97,441,75.8,16.9,122,31,0.19,-0.52,-454,487,70.78301663,34.2221123,75.00117624,10,-0.98,377,-174,15.8,62.4,35,0.02,-3.39,27,161,-180,768,-418,"D"
0.1,-0.16,-0.62,90,457,75.3,16.7,123,31,0.21,-0.46,-442,491,70.96460835,33.73141769,75.13039337,10,-0.98,374,-174,15.1,67.8,37,0.05,-3.52,11,179,-253,850,-428,"D"
0.08,-0.16,-0.69,94,454,74.4,16.1,123,31,0.18,-0.28,-443,497,71.42384282,36.63672982,72.78650453,10,-0.95,360,-174,12.7,79.3,42,0.42,-3.97,-38,193,-386,983,-478,"D"
0.11,-0.14,-0.74,84,481,73.8,15.4,122,30,0.1,-0.07,-439,497,68.4741147,37.13718176,75.36632508,10,-0.92,359,-174,10,90.2,43,0.42,-3.79,-68,189,-526,1100,-527,"D"
0.11,-0.16,-0.8,84,487,73.6,15,121,30,0.1,0.05,-420,506,68.4741147,37.13718176,75.36632508,10,-0.92,359,-174,8.92,94.9,44,0.37,-3.81,-77,203,-631,1190,-567,"D"
0.08,-0.18,-0.84,86,505,73.5,14.6,120,31,0.1,0.11,-418,514,69.36961808,36.43881502,74.95511581,10,-0.9,362,-174,7.7,100,46,0.37,-3.87,-101,215,-686,1220,-583,"D"
0.05,-0.19,-0.85,81,499,73.3,13.9,119,31,0.13,0.13,-395,524,69.77840318,34.49706688,75.81928739,9,-0.88,341,-175,6.54,105,48,0.39,-3.76,-127,221,-783,1300,-639,"D"
-0.05,-0.22,-0.95,71,533,72,10.9,114,32,0.39,-0.15,-342,573,69.77840318,34.49706688,75.81928739,9,-0.88,341,-176,3.15,116,43,0.43,-2.18,-112,215,-886,1330,-650,"D"
-0.11,-0.22,-1.12,50,559,68.2,3.79,105,30,0.8,-0.72,-215,617,67.44868151,36.66684119,76.68704516,9,-0.9,340,-178,1.11,121,40,0.02,-0.69,-50,230,-822,1210,-566,"D"
-0.1,-0.22,-1.12,44,574,67.2,1.4,102,29,0.83,-0.75,-147,630,67.44868151,36.66684119,76.68704516,9,-0.9,340,-178,1.05,122,38,-0.16,-0.58,-42,221,-823,1210,-560,"D"
-0.08,-0.22,-1.08,51,586,66.4,-0.76,99.7,29,0.85,-0.74,-116,632,67.44868151,36.66684119,76.68704516,9,-0.9,340,-178,1.27,122,37,-0.37,-0.45,-40,218,-824,1210,-563,"D"
0.02,-0.21,-1.02,28,602,64.8,-8.28,91.2,25,0.82,-0.64,57,634,69.26617949,41.51406368,71.47025249,6,-0.96,337,-177,2.58,122,39,-0.5,0.18,-74,212,-821,1200,-559,"D"
0,-0.19,-0.98,29,604,64.7,-10.6,88.4,24,0.8,-0.54,126,621,69.26617949,41.51406368,71.47025249,6,-0.96,337,-177,2.93,121,39,-0.43,0.51,-74,207,-823,1200,-570,"D"
-0.06,-0.19,-0.95,21,617,65.3,-15.7,81.6,21,0.72,-0.39,239,585,55.38511326,44.67579238,82.21284377,5,-1.01,314,-176,3.62,118,41,-0.39,1.32,-84,196,-797,1210,-569,"D"
-0.1,-0.19,-0.94,19,625,65.9,-18,78.1,20,0.71,-0.34,270,582,51.2,47.1,83.9,6,-1.04,308,-176,3.93,116,42,-0.31,1.72,-87,195,-782,1220,-577,"D"
0.02,-0.13,-0.43,-8,661,74.7,-32.7,39.2,14,0.5,-0.74,658,268,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-168,10.3,90.3,38,-0.37,2.06,34,169,-350,955,-499,"D"
0.03,-0.1,-0.34,-1,655,75.2,-33.6,36,15,0.47,-0.77,688,235,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-168,11.2,88,37,-0.43,2.02,45,160,-324,927,-494,"D"
0.16,-0.03,-0.21,-6,660,77.3,-37.2,26.5,17,0.37,-0.79,708,175,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-168,14.3,80.1,37,-0.45,2.46,49,160,-179,766,-447,"D"
0.16,0.03,-0.03,-4,664,79.6,-39.9,19.6,20,0.31,-0.87,725,98,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-168,16.3,73.8,35,-0.34,2.59,78,149,-50,623,-399,"D"
0.13,0.06,0.05,1,662,82.8,-42.2,13,26,0.11,-0.59,730,50,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-168,18,67.1,34,-0.24,2.78,109,148,47,487,-366,"D"
0.11,0.08,0.16,-3,656,85.4,-42.9,8.33,29,-0.06,-0.11,735,24,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-169,19.5,59.8,35,-0.21,2.65,134,142,127,351,-319,"D"
0.1,0.08,0.23,4,661,86.6,-42.8,6.81,29,-0.13,0.18,738,2,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-170,20.1,56,34,-0.1,2.76,127,142,193,252,-295,"D"
0.1,0.1,0.26,3,664,87.9,-42.6,5.51,29,-0.18,0.41,735,7,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-171,20.5,51.4,33,0.02,2.94,139,134,224,200,-270,"D"
0.06,0.11,0.41,9,648,89.9,-42.2,4.59,30,-0.21,0.69,740,-5,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-173,20.8,41.4,33,0.21,3.29,169,139,311,33,-199,"D"
0.06,0.11,0.51,4,654,90.4,-42,4.84,29,-0.21,0.67,734,-12,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-174,20.7,35.7,33,0.32,3.4,168,145,374,-76,-163,"D"
0.06,0.13,0.59,15,648,90.5,-41.7,5.7,28,-0.21,0.59,733,-2,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-175,20.4,29.2,31,0.29,3.64,195,146,422,-196,-109,"D"
0.03,0.16,0.79,18,635,88.4,-41.5,10.5,26,-0.13,0.16,735,53,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,-180,20,9.61,31,-0.11,3.68,208,157,485,-402,-44,"D"
0.1,0.18,1.02,32,625,82.2,-42,21,20,-0.24,0.05,714,143,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,176,19.7,-15.2,25,-0.31,4.01,186,150,464,-633,7,"D"
0.1,0.19,1.03,38,612,80.4,-41.9,24.2,19,-0.32,0.16,700,177,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,175,19.4,-21.8,25,-0.32,3.85,192,152,449,-647,22,"D"
0.08,0.21,1.07,40,610,79.1,-41.4,26.9,17,-0.37,0.26,689,219,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,174,18.9,-27.3,25,-0.27,3.64,181,159,416,-676,23,"D"
0.05,0.22,1.13,46,599,77,-40.7,30.8,16,-0.43,0.34,684,235,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,173,18.4,-33.1,24,-0.24,3.39,169,157,374,-697,29,"D"
-0.03,0.22,1.26,57,570,71.2,-36.3,41.6,13,-0.58,0.62,619,347,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,169,16.5,-48.8,21,-0.34,3.32,93,157,265,-688,-4,"D"
-0.03,0.24,1.3,61,554,69.4,-34.2,45.1,13,-0.58,0.57,580,369,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,168,15.9,-53.7,23,-0.45,3.13,100,157,210,-668,-18,"D"
-0.06,0.32,1.33,79,516,65.3,-24.3,57,14,-0.63,0.52,472,482,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,167,15.9,-66.3,30,-0.61,1.14,-25,151,94,-621,-34,"D"
-0.13,0.32,1.39,79,501,64.9,-22.4,59.4,15,-0.61,0.52,430,511,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,167,16.2,-67.5,32,-0.53,0.34,-10,148,82,-631,-30,"D"
-0.08,0.31,1.18,87,470,64.5,-17.7,64.2,16,-0.67,0.57,364,538,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,168,17,-66,31,-0.22,-1.43,-34,153,123,-653,-19,"D"
-0.05,0.26,0.97,95,439,64.9,-11.5,71.5,20,-0.66,0.57,254,585,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,170,17.8,-58.7,26,0.11,-2.71,30,172,212,-684,-8,"D"
-0.08,0.22,0.79,95,433,65,-9.77,73.6,20,-0.66,0.44,211,601,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,170,18.1,-55,24,0.13,-3.07,71,176,236,-693,7,"D"
-0.1,0.19,0.67,101,423,65.1,-7.7,76.2,20,-0.63,0.36,148,625,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,171,18.4,-51.6,24,0.05,-3.26,89,177,292,-701,14,"D"
-0.11,0.18,0.61,104,418,65.3,-5.94,78.5,22,-0.59,0.36,128,627,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,172,18.9,-47.5,23,-0.11,-3.42,106,175,339,-697,32,"D"
-0.08,0.16,0.56,104,407,65.6,-4.2,80.9,23,-0.56,0.43,72,639,5.653088706,-43.75878888,-112.9064176,4,-0.06,248,173,19.5,-43.2,23,-0.24,-3.73,118,180,358,-699,13,"D"
-0.43,-0.03,-0.44,8,588,19,-22.5,-20.3,49,-0.19,0.74,671,-286,-19.73571096,19.73571096,128.9816923,10,-0.05,-80,-171,54,-159,29,0.19,-2.89,-194,-182,-583,-143,277,"D"
-0.45,-0.03,-0.44,-4,589,19.8,-23.1,-20.5,48,-0.29,0.59,668,-285,-11.89001246,16.88463734,136.3623693,10,-0.06,-77,-166,52.7,-152,29,0.35,-3.05,-208,-183,-550,-203,246,"D"
